provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region
P02395,Provider_2395,City_195,OH,40.6173,-82.7071,Endocrinology,Gastroenterology,Specialty Care,24,400,24,2.33,0.77,FALSE,FALSE,In-network,77,TRUE,Hospital_95,4.79,South
P02396,Provider_2396,City_196,OH,40.6673,-82.6571,Endocrinology,Cardiology,Specialty Care,2,400,17,1.49,0.11,TRUE,FALSE,Out-of-network,132,FALSE,Hospital_96,2.07,West
P02397,Provider_2397,City_197,OH,40.7173,-82.6071,ENT,Cardiology,Specialty Care,34,220,19,1.43,0.96,TRUE,FALSE,In-network,306,FALSE,Hospital_97,3.08,East
P02398,Provider_2398,City_198,IL,40.9831,-89.0485,Neurology,Cardiology,Specialty Care,37,450,32,2.16,0.47,TRUE,FALSE,Out-of-network,158,TRUE,Hospital_98,2.43,South
P02399,Provider_2399,City_199,PA,41.6033,-76.7945,Urology,Pediatrics,Specialty Care,29,380,53,2.49,0.97,TRUE,TRUE,In-network,371,TRUE,Hospital_99,1.13,North
P02400,Provider_2400,City_200,NC,36.2096,-78.5693,Dermatology,ENT,Specialty Care,31,200,21,4.99,0.29,TRUE,TRUE,In-network,230,TRUE,Hospital_100,3.13,North
P02401,Provider_2401,City_1,PA,41.2033,-77.1945,Urology,Cardiology,Specialty Care,37,380,10,4.28,0.25,TRUE,FALSE,Out-of-network,433,FALSE,Hospital_1,1.74,North
P02402,Provider_2402,City_2,OH,40.4673,-82.8571,Psychiatry,Orthopedics,Specialty Care,37,250,42,3.34,0.37,TRUE,TRUE,Out-of-network,397,TRUE,Hospital_2,2.96,South
P02403,Provider_2403,City_3,CO,39.6501,-105.6821,Ophthalmology,ENT,Specialty Care,25,180,53,4.66,0.11,FALSE,TRUE,Out-of-network,456,FALSE,Hospital_3,4.95,West
P02404,Provider_2404,City_4,GA,32.3156,-82.7501,Pediatrics,Endocrinology,Primary Care,21,150,34,3.84,0.8,FALSE,FALSE,Out-of-network,166,TRUE,Hospital_4,4.85,East
P02405,Provider_2405,City_5,PA,41.4033,-76.9945,Cardiology,Psychiatry,Specialty Care,9,500,11,1.36,0.5,FALSE,FALSE,In-network,101,TRUE,Hospital_5,1.59,West
P02406,Provider_2406,City_6,MI,44.5648,-85.3524,Neurology,Cardiology,Specialty Care,13,450,33,1.84,0.28,FALSE,FALSE,In-network,496,FALSE,Hospital_6,1.45,East
P02407,Provider_2407,City_7,TX,32.2686,-99.6018,ENT,Dermatology,Specialty Care,7,220,51,2.39,0.55,TRUE,FALSE,Out-of-network,390,FALSE,Hospital_7,1.46,East
P02408,Provider_2408,City_8,IL,40.9831,-89.0485,General Practice,Dermatology,Primary Care,28,100,13,1.65,0.9,TRUE,FALSE,Out-of-network,132,FALSE,Hospital_8,2.58,South
P02409,Provider_2409,City_9,GA,32.5656,-82.5001,General Practice,Neurology,Primary Care,37,100,34,1.23,0.56,FALSE,TRUE,In-network,388,FALSE,Hospital_9,1.89,East
P02410,Provider_2410,City_10,AZ,34.4989,-110.6437,Pediatrics,Orthopedics,Primary Care,35,150,51,2.2,0.89,TRUE,TRUE,In-network,114,FALSE,Hospital_10,2.06,South
P02411,Provider_2411,City_11,OH,40.4173,-82.9071,Orthopedics,Orthopedics,Surgical,27,400,60,2.88,0.78,FALSE,FALSE,Out-of-network,441,TRUE,Hospital_11,3.13,West
P02412,Provider_2412,City_12,TX,32.0186,-99.8518,ENT,Urology,Specialty Care,25,220,29,3.66,0.74,FALSE,FALSE,In-network,447,FALSE,Hospital_12,4.15,South
P02413,Provider_2413,City_13,CA,36.8783,-119.3179,General Practice,Neurology,Primary Care,12,100,33,3.35,0.92,FALSE,FALSE,Out-of-network,422,TRUE,Hospital_13,3.68,North
P02414,Provider_2414,City_14,NV,38.9526,-116.2694,General Practice,Cardiology,Primary Care,12,100,41,1.87,0.6,FALSE,TRUE,In-network,434,TRUE,Hospital_14,1,North
P02415,Provider_2415,City_15,AZ,34.2489,-110.8937,Ophthalmology,Psychiatry,Specialty Care,28,180,56,1.95,0.1,TRUE,TRUE,In-network,141,TRUE,Hospital_15,2.94,South
P02416,Provider_2416,City_16,CA,37.0283,-119.1679,General Practice,Ophthalmology,Primary Care,8,100,56,2.51,0.64,FALSE,TRUE,Out-of-network,87,FALSE,Hospital_16,2.83,East
P02417,Provider_2417,City_17,PA,41.5033,-76.8945,Gastroenterology,Neurology,Specialty Care,1,420,9,2.41,0.72,TRUE,FALSE,Out-of-network,375,TRUE,Hospital_17,3.14,North
P02418,Provider_2418,City_18,IL,40.9831,-89.0485,Endocrinology,Cardiology,Specialty Care,21,400,28,3.4,0.28,TRUE,TRUE,Out-of-network,365,TRUE,Hospital_18,1.58,West
P02419,Provider_2419,City_19,MA,42.8072,-70.9824,Dermatology,Neurology,Specialty Care,12,200,9,3.19,1,FALSE,FALSE,Out-of-network,332,FALSE,Hospital_19,3.52,North
P02420,Provider_2420,City_20,CA,37.2283,-118.9679,ENT,Cardiology,Specialty Care,40,220,36,4.59,0.72,FALSE,TRUE,Out-of-network,381,TRUE,Hospital_20,3.74,East
P02421,Provider_2421,City_21,CO,39.5501,-105.7821,Psychiatry,Gastroenterology,Specialty Care,30,250,12,2.59,0.91,FALSE,FALSE,In-network,235,FALSE,Hospital_21,1.33,West
P02422,Provider_2422,City_22,CO,39.6001,-105.7321,Dermatology,General Practice,Specialty Care,38,200,29,4.62,0.46,FALSE,TRUE,In-network,163,TRUE,Hospital_22,3.49,West
P02423,Provider_2423,City_23,OH,40.5173,-82.8071,Neurology,ENT,Specialty Care,36,450,10,1.66,0.22,FALSE,TRUE,Out-of-network,267,FALSE,Hospital_23,3.85,North
P02424,Provider_2424,City_24,NY,43.4494,-74.0679,Endocrinology,ENT,Specialty Care,19,400,44,1.19,0.75,TRUE,FALSE,In-network,61,FALSE,Hospital_24,4.07,East
P02425,Provider_2425,City_25,NV,39.0026,-116.2194,Dermatology,Dermatology,Specialty Care,15,200,6,2.38,0.46,FALSE,FALSE,In-network,251,FALSE,Hospital_25,1.88,East
P02426,Provider_2426,City_26,MA,42.6572,-71.1324,Orthopedics,Psychiatry,Surgical,17,400,11,2.48,0.22,FALSE,FALSE,In-network,170,TRUE,Hospital_26,4.52,East
P02427,Provider_2427,City_27,MI,44.6148,-85.3024,Ophthalmology,ENT,Specialty Care,34,180,45,2.2,0.63,TRUE,FALSE,In-network,180,TRUE,Hospital_27,1.77,North
P02428,Provider_2428,City_28,AZ,34.3989,-110.7437,Dermatology,Gastroenterology,Specialty Care,19,200,46,4.83,0.25,TRUE,TRUE,Out-of-network,88,FALSE,Hospital_28,1.18,West
P02429,Provider_2429,City_29,TX,32.3686,-99.5018,Urology,Gastroenterology,Specialty Care,9,380,9,3.22,0.63,FALSE,FALSE,In-network,308,FALSE,Hospital_29,2.05,South
P02430,Provider_2430,City_30,NC,36.2096,-78.5693,General Practice,Endocrinology,Primary Care,30,100,14,4.14,0.08,FALSE,FALSE,Out-of-network,191,FALSE,Hospital_30,3.55,East
P02431,Provider_2431,City_31,MI,44.3148,-85.6024,General Practice,General Practice,Primary Care,35,100,23,3.05,0.35,TRUE,TRUE,Out-of-network,82,TRUE,Hospital_31,1.8,South
P02432,Provider_2432,City_32,NY,43.3494,-74.1679,Cardiology,Psychiatry,Specialty Care,24,500,11,3.17,0.62,TRUE,TRUE,In-network,297,TRUE,Hospital_32,3.13,North
P02433,Provider_2433,City_33,NY,43.3994,-74.1179,Dermatology,General Practice,Specialty Care,15,200,40,4.23,0.5,TRUE,FALSE,In-network,335,TRUE,Hospital_33,2.93,North
P02434,Provider_2434,City_34,GA,32.3156,-82.7501,Orthopedics,ENT,Surgical,1,400,47,3.92,0.56,FALSE,TRUE,In-network,291,TRUE,Hospital_34,4.63,East
P02435,Provider_2435,City_35,CA,36.9783,-119.2179,ENT,Urology,Specialty Care,31,220,9,4.72,0.72,FALSE,TRUE,In-network,463,FALSE,Hospital_35,3.83,North
P02436,Provider_2436,City_36,GA,32.4156,-82.6501,Gastroenterology,Endocrinology,Specialty Care,12,420,36,3.48,0.18,TRUE,TRUE,Out-of-network,416,FALSE,Hospital_36,2.99,East
P02437,Provider_2437,City_37,OH,40.7173,-82.6071,Ophthalmology,Cardiology,Specialty Care,20,180,41,2.85,0.07,FALSE,TRUE,Out-of-network,59,TRUE,Hospital_37,4.55,West
P02438,Provider_2438,City_38,AZ,34.3989,-110.7437,Dermatology,Cardiology,Specialty Care,24,200,16,1.81,0.81,FALSE,TRUE,Out-of-network,143,FALSE,Hospital_38,3.05,East
P02439,Provider_2439,City_39,TX,32.3686,-99.5018,General Practice,Orthopedics,Primary Care,26,100,41,2.74,0.41,TRUE,FALSE,In-network,82,FALSE,Hospital_39,4.39,East
P02440,Provider_2440,City_40,TX,32.4186,-99.4518,Psychiatry,Neurology,Specialty Care,12,250,6,1.37,0.7,TRUE,TRUE,In-network,422,FALSE,Hospital_40,2.22,South
P02441,Provider_2441,City_41,MA,42.4072,-71.3824,General Practice,ENT,Primary Care,30,100,40,3.97,0.83,TRUE,FALSE,Out-of-network,217,TRUE,Hospital_41,2.21,West
P02442,Provider_2442,City_42,FL,28.0444,-81.7103,Gastroenterology,Urology,Specialty Care,11,420,45,4.3,0.97,FALSE,FALSE,Out-of-network,170,FALSE,Hospital_42,2.4,East
P02443,Provider_2443,City_43,TX,32.0686,-99.8018,Neurology,Pediatrics,Specialty Care,28,450,24,2.62,0.1,FALSE,TRUE,In-network,215,FALSE,Hospital_43,4.27,East
P02444,Provider_2444,City_44,TX,32.1186,-99.7518,Ophthalmology,Urology,Specialty Care,29,180,59,4.01,0.65,FALSE,TRUE,Out-of-network,122,TRUE,Hospital_44,3.5,West
P02445,Provider_2445,City_45,MI,44.5148,-85.4024,Urology,Pediatrics,Specialty Care,11,380,25,4.25,0.9,FALSE,TRUE,In-network,382,TRUE,Hospital_45,2.38,West
P02446,Provider_2446,City_46,TX,32.2186,-99.6518,Dermatology,Dermatology,Specialty Care,23,200,43,3.32,0.01,TRUE,FALSE,In-network,114,FALSE,Hospital_46,2.8,West
P02447,Provider_2447,City_47,OH,40.7173,-82.6071,Ophthalmology,Dermatology,Specialty Care,27,180,45,1.85,0.55,TRUE,TRUE,In-network,110,FALSE,Hospital_47,2.11,East
P02448,Provider_2448,City_48,NY,43.6494,-73.8679,Endocrinology,Psychiatry,Specialty Care,24,400,26,2.89,0.08,TRUE,FALSE,Out-of-network,356,TRUE,Hospital_48,2.17,North
P02449,Provider_2449,City_49,NC,36.1596,-78.6193,General Practice,Gastroenterology,Primary Care,29,100,59,2.34,0.45,TRUE,TRUE,In-network,217,TRUE,Hospital_49,1.03,West
P02450,Provider_2450,City_50,PA,41.6533,-76.7445,Ophthalmology,ENT,Specialty Care,7,180,31,1.08,0.53,TRUE,TRUE,Out-of-network,372,FALSE,Hospital_50,1.24,West
P02451,Provider_2451,City_51,CO,39.5501,-105.7821,Pediatrics,Neurology,Primary Care,23,150,25,4.52,0.05,FALSE,FALSE,Out-of-network,433,FALSE,Hospital_51,2.27,East
P02452,Provider_2452,City_52,GA,32.2156,-82.8501,Urology,Urology,Specialty Care,7,380,5,4.4,0.51,TRUE,TRUE,In-network,207,FALSE,Hospital_52,1.72,East
P02453,Provider_2453,City_53,PA,41.3033,-77.0945,Psychiatry,Urology,Specialty Care,24,250,24,2.52,0.63,TRUE,TRUE,In-network,348,TRUE,Hospital_53,3.41,South
P02454,Provider_2454,City_54,FL,28.1444,-81.6103,Urology,Pediatrics,Specialty Care,27,380,56,2.4,0.27,FALSE,TRUE,Out-of-network,125,TRUE,Hospital_54,4.8,South
P02455,Provider_2455,City_55,NC,35.9596,-78.8193,Neurology,Pediatrics,Specialty Care,16,450,36,1.91,0.16,FALSE,FALSE,In-network,198,FALSE,Hospital_55,3.05,South
P02456,Provider_2456,City_56,WA,48.0011,-120.4901,Dermatology,Gastroenterology,Specialty Care,18,200,19,4.67,0.87,FALSE,FALSE,In-network,252,TRUE,Hospital_56,2.14,East
P02457,Provider_2457,City_57,NY,43.5994,-73.9179,Urology,Cardiology,Specialty Care,10,380,32,1.87,0.21,TRUE,TRUE,In-network,108,TRUE,Hospital_57,3.27,West
P02458,Provider_2458,City_58,TX,32.3186,-99.5518,Urology,General Practice,Specialty Care,1,380,38,2.47,0.12,FALSE,TRUE,Out-of-network,365,TRUE,Hospital_58,4.48,South
P02459,Provider_2459,City_59,NV,39.2026,-116.0194,Pediatrics,Pediatrics,Primary Care,12,150,47,4.72,0.21,FALSE,TRUE,In-network,229,TRUE,Hospital_59,4.42,South
P02460,Provider_2460,City_60,OH,40.8673,-82.4571,Endocrinology,Pediatrics,Specialty Care,39,400,8,4.76,0.69,TRUE,FALSE,Out-of-network,460,FALSE,Hospital_60,1.74,West
P02461,Provider_2461,City_61,WA,47.7511,-120.7401,Urology,Psychiatry,Specialty Care,24,380,11,2.67,0.81,TRUE,TRUE,Out-of-network,66,TRUE,Hospital_61,2.66,South
P02462,Provider_2462,City_62,NC,35.8096,-78.9693,ENT,Endocrinology,Specialty Care,24,220,41,2.69,0.75,TRUE,TRUE,Out-of-network,300,TRUE,Hospital_62,3.75,North
P02463,Provider_2463,City_63,NC,35.8596,-78.9193,Urology,Ophthalmology,Specialty Care,16,380,34,1.79,0.52,TRUE,FALSE,Out-of-network,317,TRUE,Hospital_63,1.54,East
P02464,Provider_2464,City_64,CA,36.9283,-119.2679,Psychiatry,General Practice,Specialty Care,34,250,51,3.81,0.3,TRUE,FALSE,In-network,465,TRUE,Hospital_64,2.73,South
P02465,Provider_2465,City_65,PA,41.4033,-76.9945,Pediatrics,Endocrinology,Primary Care,29,150,25,3.17,0.15,FALSE,TRUE,In-network,434,TRUE,Hospital_65,3.44,North
P02466,Provider_2466,City_66,MA,42.6572,-71.1324,Gastroenterology,Pediatrics,Specialty Care,33,420,58,4.9,0.57,TRUE,FALSE,Out-of-network,214,FALSE,Hospital_66,1.08,West
P02467,Provider_2467,City_67,OH,40.7173,-82.6071,Urology,Cardiology,Specialty Care,13,380,55,3.26,0.51,FALSE,FALSE,Out-of-network,280,FALSE,Hospital_67,4.44,North
P02468,Provider_2468,City_68,GA,32.5156,-82.5501,Gastroenterology,Ophthalmology,Specialty Care,19,420,50,4.91,0.77,TRUE,TRUE,In-network,495,TRUE,Hospital_68,1.03,South
P02469,Provider_2469,City_69,PA,41.6033,-76.7945,Pediatrics,Ophthalmology,Primary Care,40,150,52,1.28,0.19,TRUE,TRUE,Out-of-network,401,TRUE,Hospital_69,1.61,East
P02470,Provider_2470,City_70,GA,32.6156,-82.4501,ENT,Urology,Specialty Care,22,220,15,3.29,0.76,FALSE,TRUE,Out-of-network,175,TRUE,Hospital_70,2.16,North
P02471,Provider_2471,City_71,NV,38.8026,-116.4194,Endocrinology,Orthopedics,Specialty Care,23,400,29,4.32,0.55,FALSE,TRUE,In-network,303,TRUE,Hospital_71,4.84,North
P02472,Provider_2472,City_72,WA,47.8011,-120.6901,Neurology,Ophthalmology,Specialty Care,8,450,19,1.84,0.71,FALSE,FALSE,Out-of-network,260,TRUE,Hospital_72,1.05,East
P02473,Provider_2473,City_73,OH,40.5173,-82.8071,Dermatology,Pediatrics,Specialty Care,10,200,48,2.45,0.04,FALSE,FALSE,In-network,51,TRUE,Hospital_73,2.93,West
P02474,Provider_2474,City_74,IL,40.7831,-89.2485,Dermatology,Dermatology,Specialty Care,8,200,32,4.52,0.46,TRUE,FALSE,In-network,79,FALSE,Hospital_74,2.32,North
P02475,Provider_2475,City_75,MA,42.6072,-71.1824,Ophthalmology,Dermatology,Specialty Care,6,180,38,4.78,0.85,TRUE,TRUE,In-network,161,TRUE,Hospital_75,3.83,North
P02476,Provider_2476,City_76,WA,48.0011,-120.4901,Ophthalmology,General Practice,Specialty Care,23,180,39,1.24,0.7,TRUE,FALSE,Out-of-network,173,FALSE,Hospital_76,4.57,East
P02477,Provider_2477,City_77,NV,39.1026,-116.1194,General Practice,General Practice,Primary Care,9,100,33,3.17,0.47,FALSE,TRUE,In-network,435,FALSE,Hospital_77,1.45,North
P02478,Provider_2478,City_78,FL,28.3444,-81.4103,Pediatrics,Cardiology,Primary Care,25,150,29,3.07,0,FALSE,FALSE,Out-of-network,251,TRUE,Hospital_78,1.04,West
P02479,Provider_2479,City_79,CO,39.9501,-105.3821,Cardiology,ENT,Specialty Care,6,500,12,2.2,0.33,TRUE,FALSE,Out-of-network,87,TRUE,Hospital_79,2.28,North
P02480,Provider_2480,City_80,FL,28.4444,-81.3103,Psychiatry,Gastroenterology,Specialty Care,27,250,14,4.69,0.63,FALSE,FALSE,Out-of-network,123,FALSE,Hospital_80,3.63,West
P02481,Provider_2481,City_81,IL,40.6331,-89.3985,Ophthalmology,Ophthalmology,Specialty Care,27,180,34,3.59,0.9,TRUE,TRUE,In-network,209,TRUE,Hospital_81,1.42,South
P02482,Provider_2482,City_82,NV,38.8526,-116.3694,Ophthalmology,Cardiology,Specialty Care,29,180,52,3.71,0.88,TRUE,FALSE,In-network,173,TRUE,Hospital_82,1.78,East
P02483,Provider_2483,City_83,CA,36.8783,-119.3179,Dermatology,Psychiatry,Specialty Care,4,200,10,3.51,0.93,FALSE,FALSE,Out-of-network,299,TRUE,Hospital_83,4.86,North
P02484,Provider_2484,City_84,PA,41.3533,-77.0445,Endocrinology,General Practice,Specialty Care,35,400,50,2.35,0.86,TRUE,TRUE,In-network,264,FALSE,Hospital_84,4.44,South
P02485,Provider_2485,City_85,PA,41.4033,-76.9945,Cardiology,Neurology,Specialty Care,34,500,43,3.67,0.26,FALSE,TRUE,In-network,191,FALSE,Hospital_85,3.77,South
P02486,Provider_2486,City_86,NV,39.0526,-116.1694,Ophthalmology,Endocrinology,Specialty Care,3,180,32,3.68,0.5,FALSE,FALSE,In-network,182,FALSE,Hospital_86,2.66,North
P02487,Provider_2487,City_87,WA,48.0511,-120.4401,General Practice,Gastroenterology,Primary Care,38,100,42,2.19,0.91,FALSE,FALSE,In-network,349,FALSE,Hospital_87,2.9,South
P02488,Provider_2488,City_88,NV,39.1526,-116.0694,Pediatrics,Pediatrics,Primary Care,8,150,5,2.28,0.15,TRUE,FALSE,In-network,318,FALSE,Hospital_88,3.9,North
P02489,Provider_2489,City_89,GA,32.5656,-82.5001,Endocrinology,Endocrinology,Specialty Care,13,400,53,2.2,0.27,TRUE,FALSE,In-network,488,TRUE,Hospital_89,2.58,East
P02490,Provider_2490,City_90,IL,41.0831,-88.9485,Endocrinology,General Practice,Specialty Care,37,400,50,2.41,0.58,FALSE,FALSE,In-network,207,FALSE,Hospital_90,1.58,East
P02491,Provider_2491,City_91,NC,35.7596,-79.0193,Ophthalmology,Ophthalmology,Specialty Care,10,180,14,3.96,0.25,FALSE,FALSE,In-network,439,TRUE,Hospital_91,2.85,East
P02492,Provider_2492,City_92,NV,38.8526,-116.3694,ENT,Gastroenterology,Specialty Care,1,220,14,3.06,0.05,TRUE,TRUE,Out-of-network,253,TRUE,Hospital_92,4.83,South
P02493,Provider_2493,City_93,MA,42.5072,-71.2824,ENT,Urology,Specialty Care,19,220,23,2.54,0.6,TRUE,FALSE,Out-of-network,83,FALSE,Hospital_93,2.57,North
P02494,Provider_2494,City_94,AZ,34.1989,-110.9437,Pediatrics,Pediatrics,Primary Care,13,150,44,2.26,0.27,TRUE,FALSE,In-network,152,FALSE,Hospital_94,2.65,West
P02495,Provider_2495,City_95,WA,47.9511,-120.5401,Dermatology,Orthopedics,Specialty Care,4,200,48,3.4,0.27,FALSE,FALSE,In-network,174,FALSE,Hospital_95,4.71,East
P02496,Provider_2496,City_96,NC,36.0096,-78.7693,Endocrinology,Urology,Specialty Care,29,400,27,3.91,0.48,TRUE,FALSE,Out-of-network,201,FALSE,Hospital_96,2.44,West
P02497,Provider_2497,City_97,MA,42.7072,-71.0824,Gastroenterology,Neurology,Specialty Care,2,420,11,4.54,0.15,FALSE,FALSE,Out-of-network,385,FALSE,Hospital_97,2.19,South
P02498,Provider_2498,City_98,FL,28.3444,-81.4103,Urology,Ophthalmology,Specialty Care,13,380,7,1.04,0.13,FALSE,TRUE,In-network,432,TRUE,Hospital_98,1.64,South
P02499,Provider_2499,City_99,NC,36.1596,-78.6193,Gastroenterology,Dermatology,Specialty Care,38,420,45,4.28,0.58,TRUE,FALSE,Out-of-network,153,FALSE,Hospital_99,1.85,South
P02500,Provider_2500,City_100,TX,32.4186,-99.4518,Psychiatry,Psychiatry,Specialty Care,32,250,30,2.03,0.95,TRUE,TRUE,In-network,379,FALSE,Hospital_100,1.41,West
P02501,Provider_2501,City_101,TX,31.9686,-99.9018,Neurology,Pediatrics,Specialty Care,5,450,8,1.1,0.61,TRUE,TRUE,Out-of-network,367,TRUE,Hospital_1,3.39,East
P02502,Provider_2502,City_102,CO,39.6001,-105.7321,Urology,Neurology,Specialty Care,36,380,60,2.9,0.19,TRUE,FALSE,In-network,58,TRUE,Hospital_2,4.76,South
P02503,Provider_2503,City_103,IL,40.7331,-89.2985,Psychiatry,Dermatology,Specialty Care,35,250,45,3.12,0.97,TRUE,FALSE,Out-of-network,152,FALSE,Hospital_3,1.13,South
P02504,Provider_2504,City_104,NC,35.9096,-78.8693,ENT,Gastroenterology,Specialty Care,17,220,10,4.29,0.31,FALSE,FALSE,Out-of-network,50,TRUE,Hospital_4,3.13,West
P02505,Provider_2505,City_105,WA,47.9511,-120.5401,Ophthalmology,Orthopedics,Specialty Care,16,180,29,2.1,0.85,TRUE,FALSE,In-network,294,FALSE,Hospital_5,2.08,West
P02506,Provider_2506,City_106,IL,40.8831,-89.1485,General Practice,Orthopedics,Primary Care,7,100,50,2.02,0.78,TRUE,FALSE,Out-of-network,214,FALSE,Hospital_6,1.9,East
P02507,Provider_2507,City_107,CA,37.0783,-119.1179,Psychiatry,Pediatrics,Specialty Care,3,250,22,2.47,0.56,TRUE,FALSE,In-network,246,TRUE,Hospital_7,3.5,South
P02508,Provider_2508,City_108,IL,40.9831,-89.0485,Endocrinology,Cardiology,Specialty Care,36,400,16,3.3,0.44,FALSE,FALSE,In-network,400,TRUE,Hospital_8,4.18,North
P02509,Provider_2509,City_109,NC,36.1596,-78.6193,ENT,Dermatology,Specialty Care,18,220,35,4.48,0,TRUE,FALSE,In-network,189,FALSE,Hospital_9,2.94,South
P02510,Provider_2510,City_110,FL,28.4444,-81.3103,Ophthalmology,Cardiology,Specialty Care,6,180,6,1.83,0.53,FALSE,FALSE,Out-of-network,499,FALSE,Hospital_10,3.8,North
P02511,Provider_2511,City_111,MI,44.3148,-85.6024,Ophthalmology,General Practice,Specialty Care,14,180,17,1.95,0.02,TRUE,TRUE,Out-of-network,204,FALSE,Hospital_11,4.85,North
P02512,Provider_2512,City_112,FL,28.0444,-81.7103,Gastroenterology,Dermatology,Specialty Care,18,420,32,2.28,0.09,FALSE,FALSE,In-network,310,FALSE,Hospital_12,1.8,West
P02513,Provider_2513,City_113,NY,43.3994,-74.1179,Gastroenterology,Gastroenterology,Specialty Care,17,420,17,4.11,0.49,FALSE,FALSE,In-network,132,TRUE,Hospital_13,2.83,West
P02514,Provider_2514,City_114,MI,44.4648,-85.4524,Pediatrics,Gastroenterology,Primary Care,40,150,33,1.05,0.56,FALSE,FALSE,Out-of-network,312,TRUE,Hospital_14,4.07,East
P02515,Provider_2515,City_115,TX,32.1686,-99.7018,Endocrinology,Neurology,Specialty Care,1,400,41,2.79,0.37,FALSE,FALSE,Out-of-network,99,TRUE,Hospital_15,3.3,East
P02516,Provider_2516,City_116,PA,41.4533,-76.9445,Orthopedics,Dermatology,Surgical,29,400,42,2.47,0.11,FALSE,TRUE,Out-of-network,307,FALSE,Hospital_16,4.31,South
P02517,Provider_2517,City_117,CO,39.8501,-105.4821,Cardiology,Neurology,Specialty Care,1,500,50,1.1,0.54,TRUE,TRUE,Out-of-network,320,FALSE,Hospital_17,2.35,South
P02518,Provider_2518,City_118,NC,36.1096,-78.6693,Orthopedics,Cardiology,Surgical,38,400,29,4.58,0.34,FALSE,FALSE,In-network,484,FALSE,Hospital_18,3.32,South
P02519,Provider_2519,City_119,FL,28.3944,-81.3603,ENT,Endocrinology,Specialty Care,19,220,26,3.6,0.16,FALSE,TRUE,In-network,88,FALSE,Hospital_19,1.69,South
P02520,Provider_2520,City_120,FL,28.4444,-81.3103,Endocrinology,Psychiatry,Specialty Care,10,400,43,3.98,0.13,TRUE,TRUE,In-network,366,TRUE,Hospital_20,4.92,West
P02521,Provider_2521,City_121,GA,32.1656,-82.9001,General Practice,Endocrinology,Primary Care,3,100,37,1.04,0.82,FALSE,TRUE,In-network,119,FALSE,Hospital_21,1.31,East
P02522,Provider_2522,City_122,OH,40.4673,-82.8571,Neurology,Neurology,Specialty Care,29,450,25,1.7,0.49,TRUE,FALSE,Out-of-network,100,FALSE,Hospital_22,3.04,East
P02523,Provider_2523,City_123,NC,35.8596,-78.9193,General Practice,Urology,Primary Care,21,100,18,1.92,0.65,FALSE,TRUE,In-network,451,TRUE,Hospital_23,3.12,West
P02524,Provider_2524,City_124,FL,28.1444,-81.6103,Psychiatry,Psychiatry,Specialty Care,19,250,50,1.31,0.8,TRUE,TRUE,Out-of-network,317,TRUE,Hospital_24,3.32,South
P02525,Provider_2525,City_125,MI,44.5148,-85.4024,Neurology,Ophthalmology,Specialty Care,8,450,44,4.82,0.39,TRUE,TRUE,Out-of-network,173,FALSE,Hospital_25,2.31,West
P02526,Provider_2526,City_126,FL,28.2444,-81.5103,Pediatrics,General Practice,Primary Care,18,150,26,1.43,0.93,FALSE,FALSE,In-network,311,FALSE,Hospital_26,1.51,North
P02527,Provider_2527,City_127,PA,41.5033,-76.8945,Pediatrics,Endocrinology,Primary Care,11,150,11,2.31,0.06,FALSE,TRUE,In-network,115,FALSE,Hospital_27,4.42,South
P02528,Provider_2528,City_128,FL,28.3444,-81.4103,Cardiology,Cardiology,Specialty Care,14,500,52,3.12,0.98,FALSE,TRUE,Out-of-network,424,FALSE,Hospital_28,1.06,West
P02529,Provider_2529,City_129,NV,39.2026,-116.0194,Neurology,Gastroenterology,Specialty Care,33,450,49,4.3,0.23,TRUE,FALSE,In-network,146,FALSE,Hospital_29,2.95,South
P02530,Provider_2530,City_130,CA,37.2283,-118.9679,Pediatrics,Cardiology,Primary Care,36,150,45,3.62,0.06,FALSE,FALSE,In-network,224,FALSE,Hospital_30,1.38,South
P02531,Provider_2531,City_131,CA,36.7783,-119.4179,Psychiatry,Orthopedics,Specialty Care,22,250,27,2.05,0.22,TRUE,FALSE,In-network,306,FALSE,Hospital_31,2.85,North
P02532,Provider_2532,City_132,CO,39.6001,-105.7321,Neurology,Neurology,Specialty Care,32,450,58,1.55,0.15,TRUE,TRUE,In-network,211,TRUE,Hospital_32,1.18,South
P02533,Provider_2533,City_133,MI,44.4148,-85.5024,Cardiology,Dermatology,Specialty Care,17,500,42,1.43,0.53,TRUE,TRUE,Out-of-network,486,FALSE,Hospital_33,2.72,North
P02534,Provider_2534,City_134,CO,39.7001,-105.6321,Orthopedics,Neurology,Surgical,7,400,22,1.07,0.73,FALSE,FALSE,In-network,394,TRUE,Hospital_34,2.71,East
P02535,Provider_2535,City_135,NV,39.0026,-116.2194,Gastroenterology,Neurology,Specialty Care,39,420,17,4.46,0.83,TRUE,TRUE,In-network,397,TRUE,Hospital_35,4.64,North
P02536,Provider_2536,City_136,WA,48.0011,-120.4901,Cardiology,Dermatology,Specialty Care,4,500,42,4.82,0.43,TRUE,FALSE,In-network,258,TRUE,Hospital_36,1.87,South
